SpatialDimValueCode,Period,FactValueNumeric,indicator,value
URY,2012,16.1,Life Expectancy at Birth (years),77.111
URY,2012,16.1,Mean Years of Schooling (years),8.479
URY,2013,14.16,Expected Years of Schooling (years),15.841
URY,2013,14.16,Gross National Income Per Capita (2017 PPP$),21008.591
URY,2013,14.16,Human Development Index (value),0.802
URY,2013,14.16,Life Expectancy at Birth (years),77.24
URY,2013,14.16,Mean Years of Schooling (years),8.524
URY,2014,15.77,Expected Years of Schooling (years),15.888
URY,2014,15.77,Gross National Income Per Capita (2017 PPP$),21382.894
URY,2014,15.77,Human Development Index (value),0.805
URY,2014,15.77,Life Expectancy at Birth (years),77.366
URY,2014,15.77,Mean Years of Schooling (years),8.614
URY,2015,16.66,Expected Years of Schooling (years),15.886
URY,2015,16.66,Gross National Income Per Capita (2017 PPP$),21803.519
URY,2015,16.66,Human Development Index (value),0.807
URY,2015,16.66,Life Expectancy at Birth (years),77.483
URY,2015,16.66,Mean Years of Schooling (years),8.669
URY,2016,18.7,Expected Years of Schooling (years),16.141
URY,2016,18.7,Gross National Income Per Capita (2017 PPP$),21976.022
URY,2016,18.7,Human Development Index (value),0.811
URY,2016,18.7,Life Expectancy at Birth (years),77.571
URY,2016,18.7,Mean Years of Schooling (years),8.704
URY,2017,18.54,Expected Years of Schooling (years),16.336
URY,2017,18.54,Gross National Income Per Capita (2017 PPP$),22105.247
URY,2017,18.54,Human Development Index (value),0.815
URY,2017,18.54,Life Expectancy at Birth (years),77.625
URY,2017,18.54,Mean Years of Schooling (years),8.831
URY,2018,18.85,Expected Years of Schooling (years),16.269
URY,2018,18.85,Gross National Income Per Capita (2017 PPP$),22066.333
URY,2018,18.85,Human Development Index (value),0.815
URY,2018,18.85,Life Expectancy at Birth (years),77.611
URY,2018,18.85,Mean Years of Schooling (years),8.907
URY,2019,18.83,Expected Years of Schooling (years),16.458
URY,2019,18.83,Gross National Income Per Capita (2017 PPP$),22393.367
URY,2019,18.83,Human Development Index (value),0.818
URY,2019,18.83,Life Expectancy at Birth (years),77.508
URY,2019,18.83,Mean Years of Schooling (years),8.983
USA,2000,10.02,Expected Years of Schooling (years),15.677
USA,2000,10.02,Gross National Income Per Capita (2017 PPP$),50647.932
USA,2000,10.02,Human Development Index (value),0.894
USA,2000,10.02,Life Expectancy at Birth (years),76.811
USA,2000,10.02,Mean Years of Schooling (years),12.964
USA,2001,10.33,Expected Years of Schooling (years),15.764
USA,2001,10.33,Gross National Income Per Capita (2017 PPP$),50679.159
USA,2001,10.33,Human Development Index (value),0.895
USA,2001,10.33,Life Expectancy at Birth (years),76.928
USA,2001,10.33,Mean Years of Schooling (years),12.929
USA,2002,10.63,Expected Years of Schooling (years),15.85
USA,2002,10.63,Gross National Income Per Capita (2017 PPP$),51034.165
USA,2002,10.63,Human Development Index (value),0.896
USA,2002,10.63,Life Expectancy at Birth (years),77.001
USA,2002,10.63,Mean Years of Schooling (years),12.894
USA,2003,10.57,Expected Years of Schooling (years),15.936
USA,2003,10.57,Gross National Income Per Capita (2017 PPP$),52059.148
USA,2003,10.57,Human Development Index (value),0.898
USA,2003,10.57,Life Expectancy at Birth (years),77.154
USA,2003,10.57,Mean Years of Schooling (years),12.859
USA,2004,10.79,Expected Years of Schooling (years),16.022
USA,2004,10.79,Gross National Income Per Capita (2017 PPP$),53628.289
USA,2004,10.79,Human Development Index (value),0.902
USA,2004,10.79,Life Expectancy at Birth (years),77.558
USA,2004,10.79,Mean Years of Schooling (years),12.825
USA,2005,10.69,Expected Years of Schooling (years),16.108
USA,2005,10.69,Gross National Income Per Capita (2017 PPP$),54956.44
USA,2005,10.69,Human Development Index (value),0.904
USA,2005,10.69,Life Expectancy at Birth (years),77.557
USA,2005,10.69,Mean Years of Schooling (years),12.83
USA,2006,10.96,Expected Years of Schooling (years),16.166
USA,2006,10.96,Gross National Income Per Capita (2017 PPP$),55812.638
USA,2006,10.96,Human Development Index (value),0.908
USA,2006,10.96,Life Expectancy at Birth (years),77.839
USA,2006,10.96,Mean Years of Schooling (years),12.912
USA,2007,11.19,Expected Years of Schooling (years),16.223
USA,2007,11.19,Gross National Income Per Capita (2017 PPP$),56576.645
USA,2007,11.19,Human Development Index (value),0.911
USA,2007,11.19,Life Expectancy at Birth (years),78.1
USA,2007,11.19,Mean Years of Schooling (years),12.951
USA,2008,11.4,Expected Years of Schooling (years),16.281
USA,2008,11.4,Gross National Income Per Capita (2017 PPP$),56285.756
USA,2008,11.4,Human Development Index (value),0.912
USA,2008,11.4,Life Expectancy at Birth (years),78.196
USA,2008,11.4,Mean Years of Schooling (years),12.99
USA,2009,11.42,Expected Years of Schooling (years),16.338
USA,2009,11.42,Gross National Income Per Capita (2017 PPP$),54379.426
USA,2009,11.42,Human Development Index (value),0.913
USA,2009,11.42,Life Expectancy at Birth (years),78.564
USA,2009,11.42,Mean Years of Schooling (years),13.006
USA,2010,11.72,Expected Years of Schooling (years),16.396
USA,2010,11.72,Gross National Income Per Capita (2017 PPP$),55567.745
USA,2010,11.72,Human Development Index (value),0.916
USA,2010,11.72,Life Expectancy at Birth (years),78.772
USA,2010,11.72,Mean Years of Schooling (years),13.052
USA,2011,12.01,Expected Years of Schooling (years),16.454
USA,2011,12.01,Gross National Income Per Capita (2017 PPP$),56104.464
USA,2011,12.01,Human Development Index (value),0.918
USA,2011,12.01,Life Expectancy at Birth (years),78.82
USA,2011,12.01,Mean Years of Schooling (years),13.103
USA,2012,12.06,Expected Years of Schooling (years),16.511
USA,2012,12.06,Gross National Income Per Capita (2017 PPP$),56913.881
USA,2012,12.06,Human Development Index (value),0.92
USA,2012,12.06,Life Expectancy at Birth (years),78.944
USA,2012,12.06,Mean Years of Schooling (years),13.141
USA,2013,12.04,Expected Years of Schooling (years),16.569
USA,2013,12.04,Gross National Income Per Capita (2017 PPP$),57527.869
USA,2013,12.04,Human Development Index (value),0.922
USA,2013,12.04,Life Expectancy at Birth (years),78.951
USA,2013,12.04,Mean Years of Schooling (years),13.2
USA,2014,12.4,Expected Years of Schooling (years),16.56
USA,2014,12.4,Gross National Income Per Capita (2017 PPP$),58399.971
USA,2014,12.4,Human Development Index (value),0.923
USA,2014,12.4,Life Expectancy at Birth (years),79.017
USA,2014,12.4,Mean Years of Schooling (years),13.225
USA,2015,12.86,Expected Years of Schooling (years),16.596
USA,2015,12.86,Gross National Income Per Capita (2017 PPP$),59469.662
USA,2015,12.86,Human Development Index (value),0.924
USA,2015,12.86,Life Expectancy at Birth (years),78.869
USA,2015,12.86,Mean Years of Schooling (years),13.252
USA,2016,13.65,Expected Years of Schooling (years),16.673
USA,2016,13.65,Gross National Income Per Capita (2017 PPP$),60044.784
USA,2016,13.65,Human Development Index (value),0.926
USA,2016,13.65,Life Expectancy at Birth (years),78.848
USA,2016,13.65,Mean Years of Schooling (years),13.343
USA,2017,14.41,Expected Years of Schooling (years),16.672
USA,2017,14.41,Gross National Income Per Capita (2017 PPP$),61163.327
USA,2017,14.41,Human Development Index (value),0.928
USA,2017,14.41,Life Expectancy at Birth (years),78.821
USA,2017,14.41,Mean Years of Schooling (years),13.413
USA,2018,14.09,Expected Years of Schooling (years),16.643
USA,2018,14.09,Gross National Income Per Capita (2017 PPP$),62579.016
USA,2018,14.09,Human Development Index (value),0.93
USA,2018,14.09,Life Expectancy at Birth (years),78.99
USA,2018,14.09,Mean Years of Schooling (years),13.502
USA,2019,14.51,Expected Years of Schooling (years),16.636
USA,2019,14.51,Gross National Income Per Capita (2017 PPP$),63654.32
USA,2019,14.51,Human Development Index (value),0.933
USA,2019,14.51,Life Expectancy at Birth (years),79.138
USA,2019,14.51,Mean Years of Schooling (years),13.593
UZB,2000,12.05,Expected Years of Schooling (years),10.754
UZB,2000,12.05,Gross National Income Per Capita (2017 PPP$),2594.416
UZB,2000,12.05,Human Development Index (value),0.603
UZB,2000,12.05,Life Expectancy at Birth (years),65.724
UZB,2000,12.05,Mean Years of Schooling (years),10.047
UZB,2001,11.73,Expected Years of Schooling (years),10.983
UZB,2001,11.73,Gross National Income Per Capita (2017 PPP$),2702.104
UZB,2001,11.73,Human Development Index (value),0.61
UZB,2001,11.73,Life Expectancy at Birth (years),66.087
UZB,2001,11.73,Mean Years of Schooling (years),10.137
UZB,2002,11.3,Expected Years of Schooling (years),11.212
UZB,2002,11.3,Gross National Income Per Capita (2017 PPP$),2787.765
UZB,2002,11.3,Human Development Index (value),0.617
UZB,2002,11.3,Life Expectancy at Birth (years),66.604
UZB,2002,11.3,Mean Years of Schooling (years),10.226
UZB,2003,10.39,Expected Years of Schooling (years),11.441
UZB,2003,10.39,Gross National Income Per Capita (2017 PPP$),2879.147
UZB,2003,10.39,Human Development Index (value),0.624
UZB,2003,10.39,Life Expectancy at Birth (years),67.04
UZB,2003,10.39,Mean Years of Schooling (years),10.317
UZB,2004,9.81,Expected Years of Schooling (years),11.469
UZB,2004,9.81,Gross National Income Per Capita (2017 PPP$),3077.754
UZB,2004,9.81,Human Development Index (value),0.631
UZB,2004,9.81,Life Expectancy at Birth (years),67.401
UZB,2004,9.81,Mean Years of Schooling (years),10.408
UZB,2005,10.22,Expected Years of Schooling (years),11.536
UZB,2005,10.22,Gross National Income Per Capita (2017 PPP$),3257.919
UZB,2005,10.22,Human Development Index (value),0.636
UZB,2005,10.22,Life Expectancy at Birth (years),67.49
UZB,2005,10.22,Mean Years of Schooling (years),10.501
UZB,2006,9.59,Expected Years of Schooling (years),11.532
UZB,2006,9.59,Gross National Income Per Capita (2017 PPP$),3425.159
UZB,2006,9.59,Human Development Index (value),0.642
UZB,2006,9.59,Life Expectancy at Birth (years),67.891
UZB,2006,9.59,Mean Years of Schooling (years),10.594
UZB,2007,9.25,Expected Years of Schooling (years),11.625
UZB,2007,9.25,Gross National Income Per Capita (2017 PPP$),3989.457
UZB,2007,9.25,Human Development Index (value),0.655
UZB,2007,9.25,Life Expectancy at Birth (years),68.292
UZB,2007,9.25,Mean Years of Schooling (years),10.688
UZB,2008,8.9,Expected Years of Schooling (years),11.476
UZB,2008,8.9,Gross National Income Per Capita (2017 PPP$),4178.221
UZB,2008,8.9,Human Development Index (value),0.66
UZB,2008,8.9,Life Expectancy at Birth (years),68.765
UZB,2008,8.9,Mean Years of Schooling (years),10.782
UZB,2009,8.22,Expected Years of Schooling (years),11.53
UZB,2009,8.22,Gross National Income Per Capita (2017 PPP$),4488.92
UZB,2009,8.22,Human Development Index (value),0.666
UZB,2009,8.22,Life Expectancy at Birth (years),68.871
UZB,2009,8.22,Mean Years of Schooling (years),10.878
UZB,2010,8.3,Expected Years of Schooling (years),11.558
UZB,2010,8.3,Gross National Income Per Capita (2017 PPP$),4994.238
UZB,2010,8.3,Human Development Index (value),0.675
UZB,2010,8.3,Life Expectancy at Birth (years),69.235
UZB,2010,8.3,Mean Years of Schooling (years),10.974
UZB,2011,8.57,Expected Years of Schooling (years),11.574
UZB,2011,8.57,Gross National Income Per Capita (2017 PPP$),5318.805
UZB,2011,8.57,Human Development Index (value),0.682
UZB,2011,8.57,Life Expectancy at Birth (years),69.649
UZB,2011,8.57,Mean Years of Schooling (years),11.072
UZB,2012,8.98,Expected Years of Schooling (years),11.679
UZB,2012,8.98,Gross National Income Per Capita (2017 PPP$),5636.215
UZB,2012,8.98,Human Development Index (value),0.688
UZB,2012,8.98,Life Expectancy at Birth (years),69.874
UZB,2012,8.98,Mean Years of Schooling (years),11.17
UZB,2013,8.92,Expected Years of Schooling (years),11.665
UZB,2013,8.92,Gross National Income Per Capita (2017 PPP$),6002.773
UZB,2013,8.92,Human Development Index (value),0.693
UZB,2013,8.92,Life Expectancy at Birth (years),69.99
UZB,2013,8.92,Mean Years of Schooling (years),11.269
UZB,2014,9.03,Expected Years of Schooling (years),11.694
UZB,2014,9.03,Gross National Income Per Capita (2017 PPP$),6272.909
UZB,2014,9.03,Human Development Index (value),0.698
UZB,2014,9.03,Life Expectancy at Birth (years),70.234
UZB,2014,9.03,Mean Years of Schooling (years),11.343
UZB,2015,9.2,Expected Years of Schooling (years),11.723
UZB,2015,9.2,Gross National Income Per Capita (2017 PPP$),6489.982
UZB,2015,9.2,Human Development Index (value),0.701
UZB,2015,9.2,Life Expectancy at Birth (years),70.475
UZB,2015,9.2,Mean Years of Schooling (years),11.357
UZB,2016,9.21,Expected Years of Schooling (years),11.825
UZB,2016,9.21,Gross National Income Per Capita (2017 PPP$),6727.066
UZB,2016,9.21,Human Development Index (value),0.709
UZB,2016,9.21,Life Expectancy at Birth (years),70.755
UZB,2016,9.21,Mean Years of Schooling (years),11.673
UZB,2017,8.92,Expected Years of Schooling (years),11.959
UZB,2017,8.92,Gross National Income Per Capita (2017 PPP$),6974.358
UZB,2017,8.92,Human Development Index (value),0.714
UZB,2017,8.92,Life Expectancy at Birth (years),71.01
UZB,2017,8.92,Mean Years of Schooling (years),11.724
UZB,2018,8.73,Expected Years of Schooling (years),12.128
UZB,2018,8.73,Gross National Income Per Capita (2017 PPP$),7297.81
UZB,2018,8.73,Human Development Index (value),0.719
UZB,2018,8.73,Life Expectancy at Birth (years),71.149
UZB,2018,8.73,Mean Years of Schooling (years),11.775
UZB,2019,8.28,Expected Years of Schooling (years),12.352
UZB,2019,8.28,Gross National Income Per Capita (2017 PPP$),7487.42
UZB,2019,8.28,Human Development Index (value),0.725
UZB,2019,8.28,Life Expectancy at Birth (years),71.344
UZB,2019,8.28,Mean Years of Schooling (years),11.896
VCT,2000,6.45,Expected Years of Schooling (years),12.072
VCT,2000,6.45,Gross National Income Per Capita (2017 PPP$),8207.074
VCT,2000,6.45,Human Development Index (value),0.691
VCT,2000,6.45,Life Expectancy at Birth (years),71.377
VCT,2000,6.45,Mean Years of Schooling (years),8.738
VCT,2001,5.92,Expected Years of Schooling (years),12.184
VCT,2001,5.92,Gross National Income Per Capita (2017 PPP$),8451.689
VCT,2001,5.92,Human Development Index (value),0.697
VCT,2001,5.92,Life Expectancy at Birth (years),71.938
VCT,2001,5.92,Mean Years of Schooling (years),8.85
VCT,2002,7.07,Expected Years of Schooling (years),12.295
VCT,2002,7.07,Gross National Income Per Capita (2017 PPP$),8920.091
VCT,2002,7.07,Human Development Index (value),0.704
VCT,2002,7.07,Life Expectancy at Birth (years),72.168
VCT,2002,7.07,Mean Years of Schooling (years),8.964
VCT,2003,6.42,Expected Years of Schooling (years),12.589
VCT,2003,6.42,Gross National Income Per Capita (2017 PPP$),9417.306
VCT,2003,6.42,Human Development Index (value),0.712
VCT,2003,6.42,Life Expectancy at Birth (years),72.352
VCT,2003,6.42,Mean Years of Schooling (years),9.079
VCT,2004,5.76,Expected Years of Schooling (years),12.688
VCT,2004,5.76,Gross National Income Per Capita (2017 PPP$),9789.936
VCT,2004,5.76,Human Development Index (value),0.719
VCT,2004,5.76,Life Expectancy at Birth (years),73.035
VCT,2004,5.76,Mean Years of Schooling (years),9.195
VCT,2005,9.76,Expected Years of Schooling (years),12.908
VCT,2005,9.76,Gross National Income Per Capita (2017 PPP$),10115.566
VCT,2005,9.76,Human Development Index (value),0.727
VCT,2005,9.76,Life Expectancy at Birth (years),73.516
VCT,2005,9.76,Mean Years of Schooling (years),9.313
VCT,2006,6.16,Expected Years of Schooling (years),13.129
VCT,2006,6.16,Gross National Income Per Capita (2017 PPP$),11017.662
VCT,2006,6.16,Human Development Index (value),0.737
VCT,2006,6.16,Life Expectancy at Birth (years),74.017
VCT,2006,6.16,Mean Years of Schooling (years),9.432
VCT,2007,8.25,Expected Years of Schooling (years),13.35
VCT,2007,8.25,Gross National Income Per Capita (2017 PPP$),11563.964
VCT,2007,8.25,Human Development Index (value),0.747
VCT,2007,8.25,Life Expectancy at Birth (years),74.703
VCT,2007,8.25,Mean Years of Schooling (years),9.553
VCT,2008,4.33,Expected Years of Schooling (years),13.571
VCT,2008,4.33,Gross National Income Per Capita (2017 PPP$),11655.846
VCT,2008,4.33,Human Development Index (value),0.752
VCT,2008,4.33,Life Expectancy at Birth (years),75.053
VCT,2008,4.33,Mean Years of Schooling (years),9.675
VCT,2009,2.69,Expected Years of Schooling (years),13.791
VCT,2009,2.69,Gross National Income Per Capita (2017 PPP$),11707.04
VCT,2009,2.69,Human Development Index (value),0.756
VCT,2009,2.69,Life Expectancy at Birth (years),75.083
VCT,2009,2.69,Mean Years of Schooling (years),9.799
VCT,2010,2.88,Expected Years of Schooling (years),14.012
VCT,2010,2.88,Gross National Income Per Capita (2017 PPP$),11252.484
VCT,2010,2.88,Human Development Index (value),0.756
VCT,2010,2.88,Life Expectancy at Birth (years),74.718
